shstReferenceId,min_lanes,max_lanes,oneWay
524a0f34b5735cb932037c84b00d33ac,2,2,True
524a1d859bd8aa50c683509cb678926f,1,1,True
524b5ed0108ec1d11aba65317cd266fe,3,5,"[True, True]"
524c01122837a7cccf876e2869db13d6,2,2,False
524d248d7ba4488afbc93601d7b95f5f,1,1,True
524dedaf8cb17fa8af1000bf8e1d9252,2,2,True
524e1a3aa0202876594dca9ff905084c,2,2,False
524eca0761a52d6305aa7f09e3ec66e6,2,2,True
524ed65e159454ab6feba26e0c31621a,1,1,True
524f78420a171c8451e454c2b4a9805c,1,1,True
52504f04da7b118a16e14abdf368be72,2,2,False
525189e0dd5487f3ce911cc10ad5fb82,4,4,False
52522148670d7bc2d61527f124c8ea5c,3,3,True
525223346c14d5d1054ba50932f97d81,2,2,False
5252a83b26342e95d6775dc03989320a,3,3,True
52532e97e9ce78cffb237a9d3758e1d1,2,2,False
52536129ca04b1eb65f14515fc72df1b,2,2,False
525458b9cf4169fc1c4c16e5dd305b01,5,5,True
52555b812fc653d87ea278aec127c4f7,3,3,"[False, False, False]"
5256b0ab1f573e21deb4ca737c9bfb36,3,3,True
5257c9a6cfa0f4246f0b6cc17efe4a62,4,4,True
5258c9baf6a7b3eb8108f64f7cb237c0,6,6,False
525967da06ee88aa19009eb18e5332ef,2,2,False
525a0e49ac719af99dd18f3b2afcb26c,1,1,True
525a869cdb74609ec97ec12fcdb98466,3,3,True
525b4e1e5ed281d173d41f08fbf4b316,2,2,False
525ba7ebf2a99044eb3c78338e603066,2,2,"[True, True, True]"
525ce8910577891bb540db42f2b48508,2,2,False
525ede6ec3bfbc6f407f19f7cc3efab8,6,6,False
525efa4adc9dfffce67be5e22a5e015f,3,3,True
525f5750e78e700ae255a6d1e96d5247,2,2,True
5260208760d1a428f2b9dc91241a8622,2,2,False
526105af169a0d8e285fd4710e8f4bda,2,2,False
5261f595dadebb121bb38f4631bf27a8,2,3,"[True, True, True, True]"
52624f1aec29e8736f801d2a24e1cd0a,3,3,"[False, False]"
526387cdc6ccd6b59671c38b0bca1ba8,2,2,False
52657e059d8436876de213c9dd69b056,2,2,False
5266ef51168cc0ae99c68267c2c731f9,4,4,True
52681550d1ad668ea11ca5a9a7073fc6,2,2,False
5268661c7c5dcf9bd77e10e8bb01e884,2,2,False
5268a57b06fd8e48f490415f3651e81e,2,2,False
526932fbd55d70f7de0c926a78c4dae2,2,2,False
526a8d846393816c4186f1e90ac549c4,1,1,True
526b854c9d9f5bacab6d2a9f9a6fb287,4,4,False
526dc7295ac5ac78f85812467fad81c7,2,2,False
526f62bb07c251014927013b05635642,2,2,True
52706e6080c842e5d4131b9f8b9287e4,2,2,False
527133f4c6db04a8ff7310f530a77782,3,3,True
52733cf945a5ec4eb15204a5c2dbebf8,2,2,False
52742e98d3452d70d07a98ffd135a084,3,3,True
527524f744a7cf58d41aea04c42628f3,2,2,False
5275c9115e70b33cb87533ddf057abd7,2,2,False
527670765f2e8380aa4189ce0e063202,2,2,False
527678c1c5b9bac04f0dd1cf776ffdc6,2,2,False
5276fd66266e4dce7d956d4d0a6b836c,2,2,False
52778f0babd613637184dcdb155c3802,2,2,True
5277fd157180b6d380c838c8b7b17343,2,3,"[True, True]"
5278a284947c67270e2dad41d31d1e62,3,3,True
5278a4f2248789e87815c7e2c5c5c7a5,2,3,"[True, True]"
5278b403237c2564a3399a6f436c72aa,3,3,True
527a9df541d1e5b8a7ca7ad2d538592e,2,2,False
527acd1679f6bf5072acf497d8af859e,3,3,"[True, True]"
527d4a6941e7c54445e8683a3d42e563,2,2,False
527dac5cf2d004cb9164d3102d82b64e,2,2,False
527eed32bb56ca140311b83fdd6bf406,2,2,True
527f0caaca5ddaf8455a8351fd2e85e1,2,2,False
527f94862ced6652f82dbbce81e52f9d,2,2,False
527f9a87baed0078cce28fea71eb3f9c,2,2,True
527fc6e78761dac4b4ca32fbde6e0ebe,1,2,"[True, True]"
528181f291f0c623d4666caadeb78f1f,2,2,False
5281fac3798cb94d0e67c760232d631f,2,2,False
5282b78ba8ab58f32dde41cd7e58b968,4,4,"[True, True, True]"
5282f3c8a55805eed971e4a561d3ce2c,2,2,False
52842d367475c5f68a247973252e644e,1,1,False
52848781ad6256d5264be37db4283f53,2,2,True
5284b1c1eb8647a7b04ebce2a4a92461,3,3,True
528540eb27f383dbe964f465a7a7f7c8,2,3,"[True, True]"
5285ff9469488d93ed590221e3a77159,1,1,False
528660d84f554c7b4f545e80a2c8e274,1,1,False
5286a12b24dd8c91f42dbf532c064338,2,2,True
5287fe02ef54e0fa6338e0fdbdd3e242,2,2,False
528902f04e504349f71b6ac5d0be4df5,2,3,"[True, True]"
528a3c62321a44698fa1708b28cf38dc,2,2,False
528a69ed5a9b2e812dda87310a52a2f5,2,2,True
528b3ff576702e844db1c97af741f1fd,5,5,False
528b5cc75a7f1e875d271244ef69eb60,2,2,True
528baf8341ecc8eb27d048e701ebfafb,4,4,False
528beb877b34f7f373e75cc52623b0af,4,5,"[True, True]"
528ea98293f49a7acd24d66b65cc2a03,3,3,True
528f7a49829204f7cfb8a87a7b957b0c,4,4,False
528f9334645bbc573b2b8d84247a1b78,2,2,False
52900797731aa854dc3f0332e15f4cb3,2,2,True
52915805e2e573e67d13440fb17288b7,1,1,False
5292c78d13e858d0921d3bb98963893b,2,3,"[False, False]"
529361ac953cb4950418219b8ed671e9,2,2,False
5293d067dfb9adbfe7840ecd3fd82115,2,2,False
5294669fa17aa412aa3846a9bd350fcb,2,2,False
5294d7ced08aa941e59259c6a8d72e4d,2,3,"[False, False]"
5296cb5e33637eafa950a9c2aea9cdf2,2,2,False
529763d2f287eb88b3897dd77a3623db,2,2,False
52980d99182cbf8771f29bf8bf609964,2,2,False
52987e7832fb557f3695bb37c5347e5e,2,2,False
5298d145bef0cd78f00c5b4e5846df99,2,2,False
5299cc695d234a7e031190c52d1a8ec1,1,1,True
5299e247cf16601bc461fd63ba6ad094,3,3,False
529a405693a8a6f72ddc28ead173cef6,1,2,"[True, True]"
529a625729bc5d16fe2f0facf350ac06,4,4,True
529b896dbe13eaa56b8c10a120f48179,2,2,False
529c9528658794cd90a258477e195d35,2,2,False
529cd63b8db09bce22e8774482986601,2,2,True
529fd834a6f8859bfcdd82295f5c496c,2,2,False
52a0b0e2ea097d9bff26839a28a4a35d,4,4,True
52a0e7efe5fd814f4b09eab9a3d46a91,3,3,"[False, False]"
52a11dc93546a81aec96a4d9ca37ba7a,2,2,"[True, True]"
52a140b2a205f3c43d05fbcadedb1c0c,2,2,False
52a15125b95ee52dac1162c4ea92baaa,2,2,False
52a1ac1d84cd1cad9364b9f632575ba0,2,2,True
52a2af3edaad8d611fe1da4f6315162a,2,2,False
52a312658bf53f35c1216108c8a5867c,3,3,True
52a3b82e95f2568012e30d2cfe1d3bee,2,2,False
52a5b5b7673cde5413fe2a493a617bc6,2,2,False
52a5d3b904e3f46b402aee981bf8aca1,1,1,True
52a721e368c2395b926256be6c4ab356,4,4,False
52a72d396ef39975b734feca25ad8216,2,2,False
52a744248490e9f6ed76ac06603854c3,3,3,False
52aa0976437e46d07093a6f964ae54b1,1,1,False
52aa4ce72879e1df7b6bd1fe8faf862a,2,2,False
52aa615de7ea6ecc70288cb7f41fa5ee,5,5,False
52aa92b84139a9737651842cc9f85ca4,4,4,False
52aab3237c5a97c83142d787850f26f4,2,4,"[True, True]"
52aae4fdb17c03f73c4db82d518b63c8,2,2,False
52abffbbd4cef6ddf807034f6b4eef6d,3,3,False
52ac1a0c0cbbfbb54d2a1be4cc5a9de4,2,2,True
52ac22bc90535f7f95f5227f44da364f,2,3,"[False, False]"
52ad92616d5b43d7536fce538eaf1a91,2,3,"[True, True]"
52aecd8441f443bc134d2827f341db84,2,2,False
52aef12ffc565adec550630d7f9c1377,4,4,"[False, False, False]"
52af0011a3741462072bbe8a38c8ab8f,4,4,False
52b0463f81efe57d398262b0bc80a0e6,1,1,True
52b05c5255d5a43755d4017099ceb73d,2,2,False
52b180877cdba2b6fb297a75af8c1a00,4,5,"[False, False]"
52b1cb7e882e612253189e90fc96b4f1,2,4,"[False, False, False]"
52b2bfac7c4f55a3bc28633747e3ebde,5,5,"[True, True, True]"
52b49b6fd8eea49ceb82f804d8c8456d,2,2,False
52b4c282406d6808f5530bed41527968,2,2,False
52b56107a43dcada15fb1c113c5590f3,2,3,"[True, True]"
52b64aa4d7a650092def9488e466dd9b,1,1,True
52b6939d843f2714c6a5ad940807cec0,2,2,False
52b727ddf1f0f836a7614496f094644b,5,5,"[False, False]"
52b83fae9bbe27d8320bc75bf16db768,4,4,"[False, False]"
52b8ba31e3b29bca957e5764a3732ebf,2,2,False
52b903c52fa226e2b9b373d6a78654c6,2,2,True
52b9ac84f5ade21b90a0b34556ecc120,2,2,True
52ba19497e1a997e6a12bf51265a8268,2,2,True
52bb67d3512ffda2f9317ca1bd360c87,2,2,True
52bb6c23b0bf6042b63e7343cdfd6939,2,2,False
52bc9b257b865d0fe663a0537e04e0f4,2,2,False
52bd6c944d0e2771f87ee66888e3bb57,2,2,False
52be7cea348550f3eecc6991c64874fe,4,4,False
52bed199a0405d1467a46abb463c384e,2,2,True
52bedbe4fed46e14b3ed6d8c42c28d45,2,2,False
52bf8dd97c64d5cb7399c1244ab69d15,2,3,"[True, True]"
52c08b6126c8feb6678ed916ce3df613,1,1,True
52c1a713cfefd41df6265edf762461b2,1,2,"[True, True, True, True]"
52c1fa9ec6f5b1512f82b40af958d5dd,1,1,"[True, True]"
52c43875b54fe9ff1a327b6706626082,3,3,False
52c445f0aebad4719a953f741543f6ad,2,2,False
52c4982e5031e76de76bec4f2c1fa6ba,2,2,True
52c4a5de57b2760df9563b42ebd7edef,2,2,True
52c4effcb264994d92475031c36684cb,4,5,"[True, True, True]"
52c54c4a5c18516cad55429d9070bf0b,2,2,False
52c595f0f61bae21128f09588f3ba38d,3,4,"[True, True]"
52c72547f928b7cfde27051ef6f7ac7c,1,1,True
52c73bc08ca35566df38a686e8bde26d,2,2,False
52c7437aa923337d3b7d8b65e861c095,2,2,True
52c822e3d4ed0b49a91ff82538e1e897,1,1,True
52c992486fd5db90a29007a9f68827fd,2,2,True
52cbd07b8da185d99c20bd17bce52aa2,1,1,True
52cd85c0f773e5ad3eef0e1e2f15e812,2,2,False
52cdde1a48145ca6ad7e345a3cc37034,2,2,False
52cdf5241cddd80098661c317187424e,3,3,True
52cdf55ae810c17b5ba6c82db81c322b,2,2,False
52cdfaa17d5d2b2fbce20979361b7bb1,2,2,False
52cf5d19120e5e7fbc3c8d00635f4771,3,3,True
52cf76f06bfb6c73711c8c3f5d4a3a4f,2,2,False
52d1ab8c881c881104cee7194d446f19,2,2,False
52d1b1f81b256235bb00e29664d0e78f,4,5,"[False, False]"
52d1bf7cb15210cda051f747f35bf9fc,1,3,"[True, True, True]"
52d22a7cd4168278471dfcc7955581ec,2,2,False
52d477641b7f8dec47d725e2b4f425a7,2,3,"[False, False, False, False]"
52d51bcf7187d87c5d54a77cef97a3fb,2,2,False
52d566bc6eb81642708c2c6ed4efb3aa,2,2,"[False, False, False]"
52d580bc6e9db82be2431b84b8d4ae27,5,5,False
52d7a976d7b37c70d8adaf1be3ac3107,1,2,"[True, True, True, True]"
52d7e0747b76da0c5a365e3c296f63bc,2,2,False
52d85a643e02a0490e80fb49dab0dd39,2,3,"[False, False]"
52d97c2911d250e41572947fd677cca8,1,1,True
52dab16adb75a5e34721ce99db415876,2,2,False
52db5ea09c6b4a1d7d4195e3ff43c1f3,2,2,False
52dd514b02d48ebe6fdcf19f97f32ef6,2,2,True
52dd99211f569fdfd44641e9d59b2df4,2,2,False
52ddab3bfb6a8f678f40c67a3d5bbe18,2,2,False
52de4b96497bd431c96f11402045be0a,5,5,False
52deba844d175f0a1eda1c861c73480a,3,3,True
52dfc9dacf039de835b6167a9162aa71,2,2,False
52dfe34dba7693ca83643dacff7eda5c,3,3,True
52e02b286cbe98855f51be8d0b2b6f07,2,2,False
52e11f5e51167519d2a475477de2224f,4,5,"[False, False]"
52e137de8581bf97b4789761fcd50c04,2,2,False
52e1ca381383e85ea31a028a2926220f,2,2,False
52e254e7e1c1167d82d7f7f716f7a3f2,2,2,False
52e3f8872c1701b46e815045ae69dd3d,2,2,False
52e4ac1488098cb7d6ef83f5718e7506,2,2,False
52e4c06f8679382081752fbe59cf9c2a,2,2,False
52e768f0c124a8a792554502dcc46b42,2,2,False
52e8df33e5c480b82fd194ec9ab26c8f,3,4,"[True, True]"
52e92688c8f15b01c7d80366ec0dac28,3,3,True
52e982b6c67056ca66cddf8e903da2a5,3,3,True
52ea05d2ea7bc0552bfdff44a1b6f033,4,4,False
52ea6a08a17160d2b6cc67c70140ce89,2,3,"[True, True]"
52eaba8e472733c308774bc1db4aaa75,1,1,True
52eacc077059f977c822724b5695ec34,3,3,False
52eae34c4fc237d276f6f1d138c96064,2,2,True
52ebbe14c780101662a446ec4e16c704,2,2,True
52ecd4affb7c3f7ff201f9bfba9966b6,2,2,False
52ece52a98fd697dceb43dc9bf9846df,2,2,True
52ed142c46d88851ce41d90c4034c118,2,2,True
52edb9ee07aaa28ba6ae5ac592ec2e15,2,2,False
52ef2b065de848f57e60f4fc30fa5bae,2,2,False
52ef7f414bfb64c93528b8615c527d8d,2,2,True
52f11e8e70f0a1e2ec3b764917aa2705,2,3,"[False, False]"
52f2a6e828392fe8115a59caac059410,4,4,True
52f2a86bff3bbf6d8ec52cf3b1c06634,2,2,False
52f45885f56e463c90265f0c1d82a373,3,3,True
52f612be2551b15859afee133372acc9,3,3,False
52f7544f85da6a0227a6ef30126183c6,2,2,False
52f76f2addbe2e4ec3832eb3e256ff8d,2,2,False
52f77db5f797d128cfa7a6fb86ad2aac,3,3,False
52f81c927bc925035458a15880642aea,2,2,True
52f903c719cdcc899270148cf03da723,2,4,"[True, True, True]"
52f9519ce403c1d73915e0c958f64342,4,4,False
52f953a9fc3880304770496525683c61,2,2,"[True, True]"
52fbde3183810fede890e0572e62f835,2,2,False
52fc1d91255fc18a9cd9c9202e99bbbb,3,3,False
52fc310a9bb16720adebc29e05db8244,2,2,False
52fdf3ba22d15ee4be4b3bc4f1923cee,2,2,True
52fdf4dbec7cc452a10d3da1aa8f371e,2,2,True
52ff46a5c7e454a11852414d056e4dbf,4,4,"[True, True, True]"
530057bbc82631204f2963b78cddecad,2,2,False
53011912677ad44b98f4bd12191f59eb,2,2,False
53017d2c233ab151af2c542f6ce9a608,2,2,True
53020432ad5d8af72ee2fdcb0f597ef6,2,3,"[True, True, True]"
53033877b01f888aea5f0e58b65e339d,2,2,False
5303b2723108dde44bd8068bfb125f04,3,3,True
5304f27a43afb4fd188b71923e39c09c,4,4,False
530589e196e403782fd635f79e478b3f,3,3,True
5305a49c9fed9b6376efce9dcfbf0ad7,2,2,"[True, True]"
5307959c86a93cb76930cbc3155e36e8,1,1,True
530865d6e674b2029c188462bb041f18,2,2,False
530b0538882b37465491cdd38e64971b,2,2,False
530bc19b63e5a66309f0e7943c624972,5,5,True
530d559f988c7d30421d2b86aec5eef1,2,2,"[True, True, True]"
530e93ee76cf19c9574b1821360e4f77,2,2,False
530eb87f10ba6d6b886baa62e3448107,3,3,True
530f130a537f250081e4ac7cff3548cd,2,2,False
530f5e6aae3671af320fe93b37a2d919,2,2,False
530f7d3ba0ab9fdde58501b45081d6f2,5,5,"[False, False]"
5310e9d65fb940238bc25f4ac713ffc6,3,3,True
53127a690570426f6435ff8b40339d1f,3,4,"[True, True, True, True, True, True]"
53129cc9fb7550a52b9634a59dbbf192,3,3,True
5312d1e562b4cd4a5afd45ffb085604c,3,3,True
5312f2073ee8982c8d1f49d241e35f6c,5,5,False
531364f863e77b8bb5dad55541212f8f,4,4,False
5313ddfaddeca9a4ed7cce23521df5dd,2,2,True
53145683c498c35ad96c5711d3f2b3ea,1,1,"[True, True]"
53157ea3a7591bce308a36d54e397f4b,1,2,"[True, True]"
53163bcbdaad44d84bfefafc00cfee2d,2,2,False
5316d37c1d06a08569c359352cce3455,2,2,False
5317756037de85ceab35e596f4ee33db,1,1,False
531790aa3500bc50eda48b3a2fa378cf,4,4,False
5317fd6b48115019e246712430fee5cf,4,4,False
53188b1d51b377a703d0dcb227e78e1a,2,2,False
53188e5fd548f78f39ad0a129bd26f4a,4,4,False
531a303969cd381855241ef1c7273711,2,2,True
531decd244277c1e23d34e32eaac971f,2,2,False
531e5c6e256dd5e7abec6317d7fab816,4,4,"[False, False, False]"
531e999a78208317376b78c52007afcb,2,2,True
531f4d4fc399ebc283b46a4af39f1c48,3,3,True
53215e0c382bd22ad7639f4186a36e58,2,2,True
53217d30bf3f5baed7f20891091cd1c1,2,2,False
53228deb0cbb10dfae14e8f024fa94b1,3,3,True
532294d2c55386dbb391975325fd74a5,2,2,False
5322afbb88653bcbe99e5c0113c88180,2,2,True
532305869a2fca1be3c9ee8c18e71c53,1,1,"[True, True]"
532362ed1f728d5b4ff3b18f39f9db23,2,3,"[False, False]"
5323f0c3fa2f90a49a09cc21e5a59c28,2,3,"[True, True]"
532468ab2807d18bfbcee1f5ac67f622,3,3,"[False, False]"
5324a33e6207ede95126f1ed8d8d26df,2,2,False
5324c51da6b7b0fb64e7777f76865b2e,3,3,False
5324cb09d169fe4b480037e270b6a723,3,3,"[False, False]"
53251c3d5774390f7f64d9f1207dc533,4,4,False
532619c405e0aeca7c0e2c8ab9a35214,2,2,False
5326c23e0e3ea89ede807e339eca853d,1,1,True
5327a6eff927f131812bcaec92320f55,3,3,True
5327a7b9111384ed46dff8fbc29e7088,2,2,False
5327ae08087a3284e29df4ced6fdf947,2,2,True
53280f3a5bd807f7048b6ba2b63e2a57,2,2,True
5328f21ec75ef9e500ccdc5058870fea,2,2,False
532b81fb7615a1f18df3be4ee55f4504,1,1,True
532b86895a61eab8b3ad1ba6421203b6,2,3,"[False, False]"
532b9f57fa596f8c84bda6006a568e47,2,2,False
532e518c678aa3320bc27770c31bc772,2,2,False
532efa4f4114318612c5121b220cdc23,4,4,False
532f88c75969df47f5edf13ad6a5dbd3,2,2,False
5330ae93aa0260dd1bb6efca027aede1,3,3,False
5330c243e89b0435a2c54a113ff4dac3,3,3,True
5330da81f85f244cbeeaebf00b23737a,1,1,True
53310b81a3d2183b3b7e0a222042e52f,3,3,True
53317791d6e6443e691cff7495bd8d2d,2,5,"[True, True]"
533265c34e00e3180d290b27bce5165d,2,2,False
5332c3bfa26c7057037a6915a3ca6e3a,3,3,True
5332def73e20fa3f9e39252c62a9adce,2,2,True
5333200b15c997be35a4c703176d92fc,2,2,False
5333942e177c9971bdce3b211ade9ede,1,1,True
5333b178ac09d366efb98d854a62464e,2,2,True
5334286a0bc18d92766acce443e11db3,2,2,False
53358c3b15f75735e71f247c1a46dd46,2,2,True
5335cbd63435cd63cbcef0e7274c5a4f,5,5,True
533697002d0bb29d166d12bc86f17298,4,4,True
5336c03a7d5ae03d0f5c23bc9c7b609d,2,2,True
53372cc69f02370fc48f61a0fa043879,1,1,True
53382f33f2cee8eb590253e5a0a09366,2,2,True
53385c856f717e4710d32a2d421224a4,2,2,False
5338f5e2688bffec460febdb44b36ffc,2,2,False
53390644eb9e16ff27b4844476a68c1d,4,4,False
533b82cd53eea0fd5225a004c0e0d7d4,2,2,False
533c2a2dce2f270ebc34c124c7e9094a,2,2,False
533d3cb142ca2c67aaf258753fc5f977,2,2,True
533ef5a13134bc1823fd8e7824de3823,4,4,False
533f380be4f0cc90bcd73bee02952356,1,1,True
533f7c4d2ff8478869ddf1bbafe470a1,1,1,True
534333c373d96ccba37bad836a82cb31,4,4,True
5347a29c56f969bdf5e62155ab12887f,2,2,False
53486fa4f57cac88572208a01d5f29c8,2,3,"[True, True, True]"
5348fe132b59fe3c66f19ea1000d73af,2,2,True
53495c9e289bf9ac24da1cd0b4d20b94,2,2,False
534afbe617b386630dd45b55814c793d,2,2,False
534d6c9cad5c0fa9b76e09848cb441cc,2,2,False
534ec0f0d6d0cd9da0e8fa9832eeef1d,1,2,"[True, True, True, True]"
534f462d5b1c4a2429f5b2d12af03e7c,3,3,False
534f8862df7d042f088b91d3290aa4ea,4,4,True
534fcfb54dec241049e0c1bea02daf00,2,2,False
535090aee84140c04a12ba753b85676c,2,2,False
53532ec507f992a6ed5510ff3681a5a5,2,2,False
5353b0d140a50ae58c309f4da81ab179,3,4,"[True, True]"
5353d5f903ae1124648de3577f387654,2,2,False
5354d6f88ead39eb537b1411c5f7532e,1,1,True
535581bcd17fa653bd89b8bceea89c3b,2,2,False
5356045411281fad0f26b8b21afd5a53,3,3,True
5357a69670d1d3c7541f1d55939ba8c7,2,3,"[True, True]"
535829dffe29c29be74498c070c9a824,3,3,True
5358535f53dbe28cba3f46c6ca3a3444,2,2,False
5358eb6b1bfb8c559d35efe08d67e898,3,3,True
535b661b7f263f1e96857715c9b44d2d,1,1,False
535cb35c09bc7a9a744486968c45552d,2,2,False
535cf68025da8a899088282ef71787c0,2,2,True
535d4d3c92e2897f0c8f53bc3a5615e1,4,4,False
535e4785445c462e731414e66b212a8f,4,4,False
535ecf0a7e93948e3c5a81cfb1977b6f,4,4,True
535fdbaf0284143cdfde04054b3b9b2b,4,4,False
536054ed65bcfad74ea5c254204d5b8d,1,1,True
5360a2d46b37478c2015b68d088221ba,2,2,False
5360da6012dd5205d9511d074745ecb9,4,4,"[True, True]"
53614bb9f520d6f6ce8e3b049932eff0,2,2,False
5363e9afab9006eeb443c604e3c9d5ff,2,2,True
5364605a5fb3437b6e2437551fabf06a,2,2,"[True, True]"
5364984fd3bc638fc301777e5493112b,2,2,False
536544d7d625ad2c80a42aa629b189c6,3,3,False
536579c967cf25513da6a26e1337cae5,2,2,False
5366a370e1eb67fc104327ff58bb33a7,2,2,False
5369d024d9c809503834708271000776,2,2,False
536a4108e19b3055022cdce1a9db21b5,2,2,True
536af1e92b4f4fcf5dd3d111652ac513,5,5,"[False, False]"
536bd76d625bd52ec6a37321bc3eb6af,4,4,True
536c036ef61b6e87ffd2a1ca9031ece1,2,2,False
536c624da9a6c711a5a4054e2675f94a,5,5,True
536cd9e6dc251a13372c7a7774abe26e,4,4,True
536d8de1a0b371290e8aa2303b795cc1,2,2,False
536db9980c816e485b10e6b71253ba65,3,3,True
536efdaa830d9ea220b1d4515640d6ce,4,4,False
536f9e41dd3eb4f1f6ed35a1bc902c05,3,3,False
536ff12a1491e957eae11deede79d3fd,1,2,"[True, True]"
537068e01277ade5913a7c691a3e84e3,2,2,False
5372898b3a762cd72de6c3483af1a256,2,2,False
53728cd3a4c69caee7331b97d241eea7,4,4,False
5373152062b83fb0e4f5581d3b709222,2,4,"[True, True]"
5373eb6d6527d13e6e7a03ef77c80e2a,2,2,True
5376a00753ee41530bad5425ce25f1e4,1,1,True
5376d8572f7f30c8e37977c254e0035e,1,1,True
5377297c45ae9546c111c7d8982c8ff9,1,1,True
5378674e6323205dad56195b9c34325f,5,6,"[True, True, True]"
5378c06a0ca59b6841e97b3bcab8ca41,2,2,True
53793d49f553032e52e254ea2b1dc80c,3,3,True
5379503b587fe2c64f1850d843771301,2,2,False
537a3fc8b80c8967f2dceb44bbbbe2a3,2,2,False
537a58e04b16066337351dcb29c1a0af,2,2,True
537ad19bb4ba806edfbc705f076bf4a3,3,3,False
537b6d539d7e7119380aba9afb8afbbb,4,4,"[False, False]"
537c9335393fb9db55a23ebe0ba51c41,2,2,False
537e218c9dcca516128457d523a84859,2,2,True
537ec8eb34e6b881bf62673debd37855,3,3,False
537f2af2159c52d6f58f05d4536cfe83,2,2,False
53800e6e4b6b896736f70dec545688b9,2,3,"[True, True]"
538074870c2ebb6bb3acd330f2bdb52c,2,2,True
5380d7f963957b54f1552dc51c151548,2,2,True
538390dada2993bc6a3be9dd8071aa23,4,4,False
5383a9ce260630d66715e0f38c86eeb8,2,2,False
5385dc0ae451f1b9aebfcc2fe7bb339c,5,5,False
5385e9de17240ef75776d52ae2cad7c8,2,2,True
5386dd54c32da0f638b2574d102fed30,5,5,"[False, False]"
53872a4ede60aea13c60e6144604d6c6,2,2,True
53886d113e8d58012c6c33073526f023,2,2,False
5388a9cb30742ff9b7d277f09c7ccbca,2,2,True
5388e157d952b2b9648b6d4a96497689,2,2,False
5389458752d37c00423aa144a36d9c83,3,3,True
53898ce38024a6fee7806b55c7c3efa3,2,2,True
538b07a37cd57223c7bb55fdb2e50539,3,3,True
538ba248543edec442196ae7fcbe9fce,2,2,False
538bb635af5403c7409e30882093b85d,2,2,False
538cf04bc3a2133bf8216667aa59f330,4,4,"[True, True]"
538ee4505136633b1807e632346e0260,2,2,False
539226b58995ee1966c79f282d3f8aae,2,2,True
5392ac63da024080d3857b82edba313d,5,5,"[False, False]"
5393926eb55432e8af82f7648f133fb6,3,3,True
53945b7985f699804b66b1294f048018,4,5,"[False, False]"
5394ffc49d0c7076a86c8a534627f511,2,2,False
539504022901e903629da3b4ecc17171,2,2,True
5395861d39a1449abf27388622189f66,2,3,"[True, True, True]"
5395a72e350f0c2275f1ce5d2cf36309,3,3,False
5397050d7143e278cdbe893442e81b4f,2,2,True
53979fb8e05ff7c5e0b3901e4d28b78e,2,2,False
53981a5f4f86f56f78ed335e0356556b,2,2,True
539a32d00433d560e2f7e5dcb50abf92,2,2,False
539a7a35d99e74be6e8e3e6dd4aec953,1,1,True
539b98da6bb988f32f32be6c59afce5d,2,3,"[True, True, True]"
539c10a6057d2b26331074673978db90,1,1,True
539d4485c6c60e295b64b41b8ec93789,2,4,"[True, True, True]"
539de22365eebb583fc0466b916bfae8,2,2,False
539e19e7a78f4a5c4a154b5913516b46,2,2,False
539e3812cd9104cb3a1c5ffce0f65946,4,5,"[False, False, False]"
539f015384d35d68c34680602b2d0fdc,2,2,"[True, True, True]"
53a030985681e664a268a7dc244827b7,3,3,True
53a1ded168420aec36131ea4bbc63445,2,2,False
53a2e3145375ca0a21e39cf630e15752,3,3,False
53a4196c1d79a566f5333c87c2e313f2,2,2,False
53a41e4718cf2acbff6dcac75766ac07,2,2,False
53a4a6d969f0799efcb51210bdfb4afc,2,2,"[True, True, True]"
53a4c52b330fbff9b53f0fde942cab96,2,2,False
53a50bb56110482ddaa218a1795391c1,2,2,True
53a51ad8554d164391101abc5a20f5a0,2,2,False
53a59306e68e3a348ff2519652b4dfc0,2,2,False
53a5fccb2f35b45c7ce8248b0e1729e1,2,2,False
53a61f5a814726ee9685c492e3959caa,3,4,"[True, True]"
53a63cd5dc65f998480e996ab999cade,2,2,"[True, True]"
53a7015e9f2f47211646a2f5ae691221,2,3,"[False, False, False]"
53a79b5605dfb89df52c4a07e1cf6b3f,2,2,False
53aa25be1e078e2927ca6cb9807230c7,2,2,False
53aa46e9b375299afdd1d009574a16b5,4,4,True
53aaafa98d1b2f16a12dd72205b40475,2,2,False
53acaca3ded052a091f902444523c2b8,3,3,True
53ada9604a1ed256b299f4497ec57f80,2,2,True
53ade611d3dcb418d8f1e2dd1d12d99f,2,2,False
53ae4353d4bac161f0c8769e34ca855f,2,2,False
53aea83d8941f5478851289a81b255ad,3,4,"[True, True, True]"
53aed2df5b9fb621cc7efdb2d2f05d3a,2,2,True
53b05f5196493900df0f4629888b7fff,5,5,"[False, False]"
53b0d208a05683eef1d27cd1beeb869a,2,2,True
53b193d45845470f3929dff10d684ec9,2,2,False
53b1c7b70ebcc4d86df8e833b7ff7300,2,2,False
53b253c73a53e0b6733c1b527a0f7b6f,2,2,False
53b2fb35857db94a7912b55b7c19b068,2,2,False
53b4a324ebaaf77133495b54da9cb561,2,2,True
53b4c95b2bdbc22601e352e04f1ba7fa,4,4,False
53b4dc0826139678f572e904101d114a,2,2,False
53b68c0c0f74e0c1a3ded9568f3b6145,2,2,True
53b6b8b4f47dd81954ec53344973711b,2,2,False
